"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-01-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"8538","충청북도 청주시 흥덕구 복대동","2442","2442","0000","형석(2442)","47.0700","202201","19","9,500","-","3","-","-","1990","장구봉로101번길 27","20220418","중개거래","충북 청주흥덕구","-"
"8539","경기도 평택시 비전동","887","0887","0000","문화","49.8600","202201","19","15,700","-","11","-","-","1994","중앙로 301","-","중개거래","경기 평택시","-"
"8540","충청북도 음성군 대소면 태생리","79-12","0079","0012","대소한양2차","39.8400","202201","19","5,000","-","5","-","-","1997","대화1길 58-12","-","중개거래","충북 음성군","-"
"8541","충청남도 아산시 배미동","174-3","0174","0003","서진","39.6000","202201","19","4,500","-","4","-","-","2000","서부북로 973","-","중개거래","충남 아산시","-"
"8542","경기도 파주시 조리읍 봉일천리","156-1","0156","0001","성원(156-1)","59.5900","202201","19","18,000","-","20","-","-","1997","송비말길 22","-","중개거래","경기 파주시","-"
"8543","경기도 파주시 조리읍 봉일천리","156-1","0156","0001","성원(156-1)","59.5900","202201","19","20,000","-","11","-","-","1997","송비말길 22","-","중개거래","경기 파주시","-"
"8544","경기도 파주시 문산읍 선유리","1413","1413","0000","파주문산역1차동문굿모닝힐","59.4719","202201","19","25,000","-","11","-","-","2020","사임당로 7","-","중개거래","경기 파주시","-"
"8545","대구광역시 동구 동호동","111-6","0111","0006","제뉴어리","84.8857","202201","19","23,800","-","2","-","-","2015","경안로 776","-","중개거래","대구 동구","-"
"8546","부산광역시 부산진구 부암동","746","0746","0000","서면동일파크스위트3차","84.9789","202201","19","60,000","-","18","-","-","2017","동평로 162","-","중개거래","부산 부산진구","-"
"8547","광주광역시 북구 문흥동","996-1","0996","0001","우미","49.9600","202201","19","11,650","-","4","-","-","1994","대천로 160","-","중개거래","광주 북구","-"
"8548","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","24.3000","202201","19","5,700","-","19","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8549","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","24.3000","202201","19","5,700","-","18","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8550","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","23.8800","202201","19","5,700","-","7","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8551","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","23.8800","202201","19","5,700","-","18","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8552","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","23.8800","202201","19","5,700","-","8","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8553","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","23.8800","202201","19","5,700","-","13","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8554","부산광역시 사하구 다대동","1548-13","1548","0013","다대푸른","48.5100","202201","19","11,500","-","3","-","-","1996","다대낙조2길 11","-","중개거래","부산 사하구","-"
"8555","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","24.5900","202201","19","5,700","-","5","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8556","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","22.2800","202201","19","5,700","-","14","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8557","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","22.2800","202201","19","5,700","-","15","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8558","부산광역시 부산진구 범천동","879-2","0879","0002","서면베르빌2","23.8800","202201","19","5,700","-","14","-","-","2004","중앙대로 584","-","중개거래","부산 부산진구","-"
"8559","경기도 평택시 비전동","878-5","0878","0005","동아모란","84.9080","202201","19","25,000","-","5","-","-","1995","동부공원로 11","-","중개거래","경기 평택시","-"
"8560","대구광역시 동구 신천동","622","0622","0000","신천휴먼시아6단지","51.8500","202201","19","28,000","-","3","-","-","2011","송라로11길 39","-","중개거래","대구 동구 대구 수성구","-"
"8561","충청남도 천안시 동남구 청수동","261","0261","0000","청솔엘지에스케이","84.9800","202201","19","23,900","-","12","-","-","1999","청수로 98","-","중개거래","충남 천안동남구","-"
"8562","광주광역시 북구 오치동","862-9","0862","0009","삼익","84.9800","202201","19","16,200","-","2","-","-","1991","설죽로320번길 25","-","중개거래","광주 북구","-"
"8563","대구광역시 동구 율하동","133-9","0133","0009","율하동진파크뷰","84.9400","202201","19","26,600","-","9","-","-","2016","반야월로22길 3","-","중개거래","대구 동구","-"
"8564","충청남도 천안시 동남구 청당동","440","0440","0000","청당마을벽산블루밍","84.4740","202201","19","29,500","-","3","-","-","2007","청당2길 118","-","중개거래","충남 천안동남구","-"
"8565","광주광역시 북구 삼각동","755-17","0755","0017","삼익","84.8100","202201","19","16,200","-","6","-","-","1990","설죽로370번길 15","-","중개거래","광주 북구","-"
"8566","경기도 수원시 영통구 영통동","948-4","0948","0004","영통센트럴파크뷰","59.9900","202201","19","50,000","-","14","-","-","1999","영통로514번길 53","-","중개거래","경기 수원영통구 경기 용인기흥구","-"
"8567","부산광역시 부산진구 전포동","362-62","0362","0062","한웅인터빌","22.4000","202201","19","5,100","-","5","-","-","2004","전포대로 162","-","중개거래","부산 부산진구","-"
"8568","충청북도 청주시 흥덕구 복대동","2442","2442","0000","형석(2442)","47.0700","202201","19","9,750","-","5","-","-","1990","장구봉로101번길 27","-","중개거래","충북 청주흥덕구","-"
"8569","서울특별시 성북구 종암동","133","0133","0000","래미안세레니티","59.9700","202201","19","92,600","-","15","-","-","2009","종암로23길 35","-","직거래","-","-"
"8570","광주광역시 북구 매곡동","280-1","0280","0001","부림1","59.7900","202201","19","11,500","-","11","-","-","1995","하백로46번길 9","-","중개거래","광주 북구","-"
"8571","광주광역시 북구 매곡동","290","0290","0000","서광인텔파크","84.8492","202201","19","25,000","-","8","-","-","2003","하백로 45","20220120","직거래","-","-"
"8572","충청남도 천안시 동남구 봉명동","494","0494","0000","봉명청솔(3차)","56.3400","202201","19","14,500","-","3","-","-","2001","봉서8길 13","-","중개거래","충남 천안동남구","-"
"8573","경기도 파주시 검산동","310","0310","0000","유승","84.7920","202201","19","20,000","-","1","-","-","2001","평화로348번길 50","-","중개거래","경기 파주시","-"
"8574","부산광역시 영도구 동삼동","510-11","0510","0011","절영아파트(215동-217동)","46.2700","202201","19","13,800","-","10","-","-","1995","중리로 41","-","중개거래","부산 영도구","-"
"8575","대구광역시 북구 동천동","880-1","0880","0001","칠곡2영남타운","39.9600","202201","19","13,200","-","5","-","-","1996","팔거천동로24길 40","-","중개거래","대구 북구","-"
"8576","인천광역시 남동구 간석동","229-1","0229","0001","청실프라자","69.1200","202201","19","18,700","-","4","-","-","1994","동암남로26번길 39","-","중개거래","인천 부평구","-"
"8577","인천광역시 남동구 간석동","894-1","0894","0001","광명(894-1)","49.1700","202201","19","12,400","-","6","-","-","1989","방축로 492","-","중개거래","인천 남동구","-"
"8578","부산광역시 사하구 다대동","1550","1550","0000","몰운대","49.0800","202201","19","11,000","-","10","-","-","1996","다대낙조2길 14","-","직거래","-","-"
"8579","광주광역시 북구 일곡동","848-2","0848","0002","대림1","59.9350","202201","19","20,500","-","4","-","-","1997","양일로305번길 11","-","중개거래","광주 북구","-"
"8580","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9900","202201","19","184,000","-","22","-","-","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"8581","경기도 파주시 금촌동","972","0972","0000","새꽃마을1단지뜨란채(972-0)","59.9800","202201","19","27,100","-","14","-","-","2004","번영로 55","-","중개거래","경기 파주시","-"
"8582","경기도 파주시 금촌동","1022","1022","0000","후곡마을6단지주공","59.5600","202201","19","31,800","-","9","-","-","2004","새꽃로 10","-","중개거래","경기 파주시","-"
"8583","인천광역시 남동구 구월동","1129","1129","0000","아델라이","23.3300","202201","19","7,000","-","14","-","-","2012","예술로204번길 26","-","중개거래","인천 미추홀구","-"
"8584","부산광역시 영도구 영선동4가","186-46","0186","0046","반도보라","84.8100","202201","19","36,900","-","14","-","-","2000","해안산책길 30","-","중개거래","부산 영도구","-"
"8585","서울특별시 용산구 한남동","807","0807","0000","한남힐스테이트","130.8980","202201","19","220,000","-","1","-","-","2003","장문로 141","-","중개거래","서울 용산구","-"
"8586","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","83.7769","202201","19","56,000","-","26","-","-","2007","구월로 192","-","중개거래","인천 남동구","-"
"8587","경기도 수원시 영통구 영통동","1054-3","1054","0003","황골마을신명","59.9500","202201","19","48,500","-","5","-","-","1997","봉영로1770번길 21","-","중개거래","경기 수원영통구","-"
"8588","광주광역시 북구 일곡동","816-4","0816","0004","삼호","99.9900","202201","19","33,000","-","1","-","-","1998","설죽로 600","-","중개거래","광주 북구","-"
"8589","부산광역시 영도구 대평동1가","94","0094","0000","태림맨션(94-0)","72.3000","202201","19","15,000","-","2","-","-","1978","대평로 15","-","중개거래","부산 영도구","-"
"8590","충청남도 천안시 동남구 용곡동","583","0583","0000","용곡마을세광2차엔리치타워","84.9620","202201","19","27,000","-","10","-","-","2007","풍세로 769-28","-","중개거래","충남 천안동남구","-"
"8591","경기도 파주시 금촌동","922","0922","0000","주공(922-0)","39.9900","202201","19","18,900","-","7","-","-","1997","한마음1길 25","-","중개거래","경기 파주시","-"
"8592","광주광역시 북구 양산동","288-15","0288","0015","호반","37.8300","202201","19","8,000","-","6","-","-","1997","연양로28번길 27","-","직거래","-","-"
"8593","충청남도 천안시 동남구 신방동","228-22","0228","0022","현대","58.9200","202201","19","12,000","-","7","-","-","1993","풍세로 705","-","중개거래","충남 천안동남구","-"
"8594","광주광역시 북구 신용동","643-1","0643","0001","용두주공","59.9900","202201","19","21,000","-","12","-","-","1998","임방울대로1041번길 15","-","중개거래","광주 북구","-"
"8595","충청북도 청주시 흥덕구 봉명동","2044","2044","0000","초원","49.8800","202201","19","9,200","-","5","-","-","1992","백봉로224번길 21","-","중개거래","충북 청주흥덕구","-"
"8596","경기도 광주시 초월읍 산이리","432","0432","0000","대주파크빌","59.9988","202201","19","28,000","-","1","-","-","2004","경충대로 923","-","중개거래","경기 광주시","-"
"8597","경기도 용인시 수지구 성복동","767","0767","0000","버들치마을성복자이2차","179.9860","202201","19","155,000","-","3","-","-","2010","성복2로 251","-","직거래","-","-"
"8598","대구광역시 동구 신서동","538-2","0538","0002","대경넥스빌","84.9900","202201","19","25,900","-","7","-","-","2003","안심로 400","-","중개거래","대구 동구","-"
"8599","광주광역시 광산구 도산동","782","0782","0000","호반2차","59.9500","202201","19","13,800","-","4","-","-","1998","송도로162번길 11-6","-","직거래","-","-"
"8600","대구광역시 동구 신서동","518-1","0518","0001","각산역더뉴클래스2차","21.2099","202201","19","9,200","-","17","-","-","2015","반야월로 360","-","중개거래","대구 동구","-"
"8601","충청남도 천안시 동남구 신방동","905","0905","0000","향촌현대","84.7200","202201","19","21,000","-","3","-","-","1997","서부대로 226-11","-","중개거래","충남 천안동남구","-"
"8602","부산광역시 금정구 청룡동","28-12","0028","0012","세왕자이연","69.8900","202201","19","23,500","-","12","-","-","2014","청룡예전로 6","-","중개거래","부산 금정구","-"
"8603","부산광역시 중구 영주동","161","0161","0000","금호","76.8300","202201","19","18,300","-","1","-","-","1997","영주로 51","-","중개거래","부산 동구","-"
"8604","광주광역시 광산구 우산동","1572-6","1572","0006","어등하이빌","59.6700","202201","19","12,400","-","3","-","-","1992","사암로215번길 16","-","중개거래","광주 광산구","-"
"8605","광주광역시 광산구 우산동","1572-5","1572","0005","동산아파트","59.6100","202201","19","11,850","-","7","-","-","1991","월곡산정로 20-49","-","중개거래","광주 광산구","-"
"8606","서울특별시 강동구 강일동","717","0717","0000","고덕리엔파크2단지","84.8300","202201","19","110,000","-","9","-","-","2011","고덕로 427","-","중개거래","서울 강동구","-"
"8607","충청남도 아산시 배방읍 공수리","1712","1712","0000","배방2차푸르지오","84.9286","202201","19","40,000","-","15","-","-","2015","배방로 58-38","-","중개거래","충남 아산시","-"
"8608","경기도 용인시 수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","84.5773","202201","19","70,700","-","18","-","-","2004","죽전로 267","-","중개거래","경기 용인수지구","-"
"8609","광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202201","19","38,000","-","13","-","-","2021","우산로107번길 67","-","직거래","-","-"
"8610","충청북도 청주시 흥덕구 복대동","3403","3403","0000","청주복대2차두진하트리움아파트","74.7903","202201","19","50,000","-","14","-","-","2018","대신로73번길 50","-","중개거래","충북 청주흥덕구","-"
"8611","부산광역시 금정구 구서동","1049","1049","0000","구서동롯데캐슬골드2단지(1049)","84.9800","202201","19","66,250","-","9","-","-","2006","금강로 503","-","중개거래","부산 금정구","-"
"8612","대구광역시 수성구 사월동","650","0650","0000","시지3차서한이다음","84.9500","202201","19","55,000","-","10","-","-","2018","달구벌대로669길 20-20","-","직거래","-","-"
"8613","광주광역시 광산구 쌍암동","676-2","0676","0002","에이엠시티센트럴파크","40.9226","202201","19","12,000","-","10","-","-","2015","첨단중앙로182번길 50","-","직거래","-","-"
"8614","광주광역시 광산구 산월동","882-1","0882","0001","부영1차","84.9763","202201","19","33,100","-","6","-","-","2003","월계로 170","-","중개거래","광주 북구","-"
"8615","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202201","19","10,000","-","13","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"8616","광주광역시 광산구 신창동","1110","1110","0000","신창3차부영사랑으로","59.7480","202201","19","25,000","-","13","-","-","2006","신창로161번길 34","-","중개거래","광주 광산구","-"
"8617","경기도 양주시 옥정동","1051","1051","0000","e편한세상옥정에듀써밋","84.9848","202201","19","62,000","-","15","-","-","2018","옥정동로1길 63","-","중개거래","경기 양주시","-"
"8618","광주광역시 광산구 신가동","1019-2","1019","0002","호반리젠시빌1차","84.0624","202201","19","30,000","-","20","-","-","2001","수등로 280","-","중개거래","광주 광산구","-"
"8619","부산광역시 금정구 부곡동","297-13","0297","0013","부산대역삼정그린코아마운틴동","19.5770","202201","19","9,200","-","18","-","-","2013","중앙대로 1614","-","중개거래","부산 금정구","-"
"8620","인천광역시 미추홀구 주안동","75-5","0075","0005","은성B동","34.7600","202201","19","9,000","-","5","-","-","2002","주안중로50번길 44-19","-","직거래","-","-"
"8621","인천광역시 미추홀구 주안동","757-1","0757","0001","신라(757-1)","57.8400","202201","19","16,500","-","2","-","-","1984","인주대로306번길 18","-","중개거래","인천 미추홀구","-"
"8622","충청남도 천안시 동남구 신부동","986","0986","0000","신부 디 이스트","72.7000","202201","19","38,000","-","13","-","-","2018","신원2길 61","-","중개거래","충남 천안동남구","-"
"8623","경기도 용인시 기흥구 영덕동","958","0958","0000","흥덕마을동원로얄듀크","84.6898","202201","19","80,000","-","17","-","-","2010","흥덕중앙로105번길 24","-","중개거래","경기 용인기흥구","-"
"8624","충청남도 천안시 동남구 신부동","672","0672","0000","대림한숲","70.3890","202201","19","20,800","-","2","-","-","1995","터미널6길 12","20220312","중개거래","충남 천안동남구","-"
"8625","경기도 수원시 영통구 망포동","723","0723","0000","한양수자인","59.9617","202201","19","62,500","-","5","-","-","2013","영통로154번길 56","-","중개거래","경기 수원영통구","-"
"8626","서울특별시 송파구 장지동","878","0878","0000","위례신도시송파푸르지오","106.9670","202201","19","196,000","-","28","-","-","2015","위례광장로 185","-","중개거래","서울 송파구","-"
"8627","경기도 용인시 기흥구 상갈동","102-3","0102","0003","세대넥스빌","59.9400","202201","19","25,500","-","18","-","-","1997","금화로108번길 21","-","중개거래","경기 용인기흥구","-"
"8628","충청남도 천안시 동남구 신부동","544","0544","0000","대림한내","59.7810","202201","19","18,200","-","9","-","-","1995","터미널9길 31","-","중개거래","충남 천안동남구","-"
"8629","광주광역시 광산구 운남동","387-24","0387","0024","남양","76.1400","202201","19","20,000","-","20","-","-","1998","목련로219번길 45","-","중개거래","광주 광산구","-"
"8630","서울특별시 성동구 성수동1가","707","0707","0000","서울숲한양현대","84.8100","202201","19","150,000","-","10","-","-","1999","상원1길 17","-","중개거래","경기 남양주시 서울 성동구","-"
"8631","인천광역시 미추홀구 주안동","991-11","0991","0011","석암(991-11)","66.5400","202201","19","15,500","-","4","-","-","1984","석바위로143번길 15","-","중개거래","인천 미추홀구","-"
"8632","서울특별시 송파구 송파동","104-1","0104","0001","위례캐스빌","83.9000","202201","19","76,500","-","6","-","-","2003","가락로 165","-","중개거래","서울 송파구","-"
"8633","광주광역시 광산구 산정동","1060","1060","0000","하남2지구중흥S-클래스","84.9739","202201","19","47,500","-","18","-","-","2013","목련로21번길 20","-","중개거래","광주 광산구","-"
"8634","부산광역시 사상구 엄궁동","683-3","0683","0003","엄궁2차한신","84.9000","202201","19","27,300","-","20","-","-","1999","엄궁로 40","-","중개거래","부산 사상구","-"
"8635","광주광역시 광산구 월곡동","681-1","0681","0001","운남주공9단지","84.0300","202201","19","31,500","-","7","-","-","2003","풍영로 63","-","중개거래","광주 광산구","-"
"8636","광주광역시 광산구 월곡동","538-1","0538","0001","일신","84.5100","202201","19","18,300","-","1","-","-","1992","사암로 271","-","중개거래","광주 광산구","-"
"8637","부산광역시 강서구 명지동","3244","3244","0000","롯데캐슬","147.9400","202201","19","62,000","-","6","-","-","2008","명지오션시티11로 84","-","중개거래","부산 강서구","-"
"8638","경기도 용인시 처인구 포곡읍 둔전리","447","0447","0000","금전마을계룡리슈빌","84.9920","202201","19","45,000","-","12","-","-","2006","둔전로 15","-","중개거래","경기 용인처인구","-"
"8639","경기도 용인시 처인구 고림동","997","0997","0000","예진마을","59.5627","202201","19","28,500","-","2","-","-","2003","한터로152번길 62","-","직거래","-","-"
"8640","경기도 용인시 처인구 고림동","1000","1000","0000","금평마을영화","84.7958","202201","19","29,900","-","8","-","-","2003","금어로 102","-","중개거래","경기 용인시 처인구","-"
"8641","대구광역시 남구 이천동","361-16","0361","0016","희망교대성유니드","65.7417","202201","19","27,000","-","3","-","-","2006","희망로5길 12","-","중개거래","대구 남구","-"
"8642","인천광역시 미추홀구 학익동","74-2","0074","0002","청운","57.9100","202201","19","16,500","-","5","-","-","1985","소성로256번길 18","-","중개거래","서울 구로구 인천 미추홀구","-"
"8643","경기도 용인시 처인구 김량장동","516","0516","0000","삼환나우빌","84.9290","202201","19","47,600","-","3","-","-","2008","중부대로 1348","-","중개거래","경기 용인처인구","-"
"8644","경기도 용인시 처인구 김량장동","516","0516","0000","삼환나우빌","84.9290","202201","19","48,500","-","8","-","-","2008","중부대로 1348","-","중개거래","경기 용인처인구","-"
"8645","서울특별시 강남구 청담동","134-16","0134","0016","신동아","84.9400","202201","19","220,000","-","2","-","-","1997","학동로105길 30","-","중개거래","서울 강남구","-"
"8646","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","84.9700","202201","19","104,700","-","10","-","-","2010","삼양로19길 25","-","중개거래","서울 강북구","-"
"8647","대전광역시 동구 용전동","131-1","0131","0001","한울","27.6150","202201","19","6,300","-","11","-","-","2002","계족로450번길 52","-","중개거래","대전 동구","-"
"8648","대구광역시 남구 봉덕동","942-3","0942","0003","한도봉덕맨션","56.1900","202201","19","15,000","-","4","-","-","1980","대봉로 42","-","직거래","-","-"
"8649","경기도 하남시 감이동","530","0530","0000","감일한라비발디","84.8700","202201","19","108,000","-","14","-","-","2019","감일백제로 65","-","중개거래","경기 하남시 서울 송파구","-"
"8650","충청남도 천안시 동남구 목천읍 삼성리","9-12","0009","0012","원앙마을부영1차","49.9200","202201","19","8,500","-","7","-","-","1999","삼성5길 42","-","중개거래","충남 천안시 동남구","-"
"8651","서울특별시 서초구 서초동","1588-5","1588","0005","디아레나서초","29.0800","202201","19","43,500","-","9","-","-","2020","효령로53길 24","-","중개거래","서울 서초구","-"
"8652","서울특별시 서초구 서초동","1344-22","1344","0022","서초자연인아파트(101동)","24.1400","202201","19","28,400","-","5","-","-","2012","서운로9길 18","-","중개거래","서울 서초구","-"
"8653","대전광역시 중구 태평동","317","0317","0000","태평","84.9900","202201","19","35,000","-","13","-","-","2000","평촌로 111","-","직거래","-","-"
"8654","경기도 하남시 신장동","577","0577","0000","하남호반써밋에듀파크","59.6114","202201","19","59,000","-","9","-","-","2021","하남유니온로 10","-","중개거래","경기 성남중원구","-"
"8655","인천광역시 미추홀구 용현동","653","0653","0000","금호어울림4차","59.8876","202201","19","31,500","-","8","-","-","2010","토금중로 60","-","중개거래","인천 미추홀구","-"
"8656","대전광역시 중구 사정동","431-1","0431","0001","동원가든","59.4200","202201","19","9,900","-","5","-","-","1992","대둔산로326번길 23","-","중개거래","대전 중구","-"
"8657","대전광역시 서구 변동","59-1","0059","0001","동기포에버","84.9558","202201","19","20,800","-","2","-","-","2010","도마로57번길 42","-","중개거래","대전 서구","-"
"8658","경기도 의왕시 삼동","130-1","0130","0001","효성청솔","84.8600","202201","19","35,000","-","13","-","-","1997","부곡시장길 63","-","직거래","-","-"
"8659","대전광역시 서구 도마동","328-4","0328","0004","럭키도마","46.6700","202201","19","9,200","-","5","-","-","1984","배재로91번길 21","-","중개거래","대전 서구","-"
"8660","대전광역시 서구 정림동","584","0584","0000","우성","59.6900","202201","19","25,500","-","5","-","-","1993","정림로 55","-","중개거래","대전 서구","-"
"8661","서울특별시 관악구 남현동","1132","1132","0000","흥화브라운빌","84.9500","202201","19","80,000","-","11","-","-","2003","남현길 144","-","직거래","-","-"
"8662","대전광역시 서구 괴정동","426-1","0426","0001","리베라아이누리","33.8589","202201","19","9,200","-","7","-","-","2009","용문로 41-80","-","중개거래","대전 서구","-"
"8663","대전광역시 서구 가장동","55","0055","0000","삼성래미안2","84.9700","202201","19","38,300","-","13","-","-","2002","가장로 107","-","중개거래","대전 서구","-"
"8664","경기도 군포시 산본동","1151-9","1151","0009","설악2","36.9600","202201","19","30,000","-","17","-","-","1996","수리산로 102","-","중개거래","경기 군포시","-"
"8665","경기도 양주시 광적면 가납리","905","0905","0000","양주벨라시티아파트","59.9935","202201","19","22,700","-","2","-","-","2017","지섬로198번길 16","-","중개거래","경기 양주시","-"
"8666","서울특별시 관악구 신림동","721-2","0721","0002","건영2","43.9200","202201","19","36,000","-","1","-","-","1988","난곡로35길 28-7","-","중개거래","서울 관악구","-"
"8667","부산광역시 강서구 지사동","1184-1","1184","0001","지사금강펜테리움","59.9875","202201","19","15,800","-","21","-","-","2013","과학산단2로20번길 69","-","중개거래","부산 강서구","-"
"8668","경기도 포천시 소흘읍 송우리","392-13","0392","0013","전원우정아파트","59.9400","202201","19","17,900","-","5","-","-","1997","솔모루로3번길 52-36","-","중개거래","경기 양주시 경기 포천시","-"
"8669","대구광역시 북구 침산동","105-1","0105","0001","코오롱하늘채2단지","106.3820","202201","19","72,000","-","16","-","-","2006","중앙대로 591","-","중개거래","대구 북구","-"
"8670","인천광역시 미추홀구 숭의동","84-1","0084","0001","극동","58.1400","202201","19","19,000","-","11","-","-","1997","석정로126번길 12-33","-","중개거래","인천 미추홀구","-"
"8671","인천광역시 동구 송림동","94-11","0094","0011","진로","59.8900","202201","19","22,000","-","17","-","-","1999","새천년로10번길 19","-","중개거래","인천 동구 인천 미추홀구","-"
"8672","인천광역시 동구 송림동","342","0342","0000","동산휴먼시아1단지","46.8700","202201","19","25,000","-","22","-","-","2010","재능로 191","-","직거래","-","-"
"8673","부산광역시 기장군 일광읍 이천리","764-4","0764","0004","정도한스빌","54.5620","202201","19","13,500","-","14","-","-","2014","이화로 23","-","중개거래","부산 기장군","-"
"8674","대구광역시 수성구 황금동","860","0860","0000","황금동해피하우스2IN1","39.8353","202201","19","18,310","-","7","-","-","2014","동대구로25길 24-11","-","직거래","-","-"
"8675","충청북도 청주시 청원구 내덕동","141","0141","0000","영우예인촌","30.3100","202201","19","3,050","-","10","-","-","1997","안덕벌로69번길 50","-","중개거래","충북 청주청원구","-"
"8676","경기도 포천시 소흘읍 송우리","392-13","0392","0013","전원우정아파트","59.9400","202201","19","17,900","-","5","-","-","1997","솔모루로3번길 52-36","20220211","중개거래","경기 양주시","-"
"8677","대전광역시 서구 월평동","302","0302","0000","황실타운","84.9800","202201","19","52,000","-","12","-","-","1994","청사로 65","-","직거래","-","-"
"8678","경기도 포천시 소흘읍 송우리","727-2","0727","0002","태봉마을","59.0600","202201","19","25,900","-","15","-","-","2005","태봉로 153","-","중개거래","경기 포천시","-"
"8679","경기도 포천시 군내면 구읍리","743","0743","0000","포천2차아이파크","74.8302","202201","19","36,500","-","1","-","-","2017","호국로 1536-22","-","중개거래","경기 포천시","-"
"8680","경기도 시흥시 정왕동","1786","1786","0000","시화두산","50.0300","202201","19","19,000","-","1","-","-","1996","중심상가로 286","-","중개거래","경기 시흥시","-"
"8681","경기도 시흥시 정왕동","1629","1629","0000","무진","59.5800","202201","19","27,700","-","9","-","-","1996","중심상가로 350","-","중개거래","경기 시흥시","-"
"8682","충청북도 청주시 청원구 오창읍 각리","646-1","0646","0001","우림필유2차","59.9101","202201","19","26,700","-","18","-","-","2006","오창중앙로 65","-","중개거래","충북 청주청원구","-"
"8683","서울특별시 영등포구 당산동4가","30-1","0030","0001","당산현대5차","59.5500","202201","19","108,000","-","4","-","-","2000","당산로42길 16","-","중개거래","서울 영등포구","-"
"8684","경기도 시흥시 정왕동","1877-3","1877","0003","세종1","74.5600","202201","19","35,000","-","1","-","-","1996","함송로29번길 54","20220329","중개거래","경기 시흥시","-"
"8685","충청북도 청주시 청원구 오창읍 각리","647-1","0647","0001","쌍용스윗닷홈오창예가","84.9810","202201","19","31,100","-","15","-","-","2006","오창중앙로 105","-","중개거래","충북 청주청원구","-"
"8686","충청북도 청주시 청원구 오창읍 각리","638-1","0638","0001","우림필유1차","59.8600","202201","19","23,500","-","3","-","-","2006","오창중앙로 13","-","중개거래","충북 청주청원구","-"
"8687","대구광역시 북구 노원동3가","1227","1227","0000","대구노원한신더휴","74.9500","202201","19","38,000","-","1","-","-","2017","노원로10길 40","-","직거래","-","-"
"8688","인천광역시 중구 중산동","1878-1","1878","0001","인천영종한양수자인","59.1006","202201","19","34,800","-","1","-","-","2012","은하수로 377","-","중개거래","인천 중구","-"
"8689","충청남도 아산시 배방읍 장재리","1767","1767","0000","요진와이시티","114.1455","202201","19","85,000","-","10","-","-","2011","광장로 210","-","중개거래","충남 천안서북구","-"
"8690","충청북도 청주시 서원구 산남동","679","0679","0000","대우푸르지오","84.9550","202201","19","37,800","-","6","-","-","2007","두꺼비로 53","-","중개거래","충북 청주서원구","-"
"8691","부산광역시 연제구 연산동","2220","2220","0000","주공","69.0800","202201","19","72,500","-","6","-","-","1986","토현로 10","-","중개거래","부산 연제구","-"
